,Compound,Date,Negative,Neutral,Outlet,Positive,Text,Tweet Count
258,0.5106,Wed Mar 14 22:37:39 +0000 2018,0.0,0.864,@CNN,0.136,"A Navy F/A-18 jet crashed off the coast of Key West, Florida. The crew ejected, and search and rescue efforts are u… https://t.co/2PwF0EJYxg",59
259,0.0,Wed Mar 14 22:29:01 +0000 2018,0.0,1.0,@CNN,0.0,"Russian President Vladimir Putin visited Crimea ahead of Sunday's presidential election.

Sunday will mark four yea… https://t.co/LnVYZ0WUI2",60
260,-0.3182,Wed Mar 14 22:15:39 +0000 2018,0.108,0.892,@CNN,0.0,Ford is recalling 1.4 million vehicles because the steering wheels can become loose and even come off while driving https://t.co/MIQmV5Utxq,61
261,0.0516,Wed Mar 14 22:00:51 +0000 2018,0.122,0.676,@CNN,0.203,"Exclusive: The Department of Defense charged nearly $140,000 at Trump-branded properties https://t.co/K1PrKqD8R3 https://t.co/d0U2nUqpE7",62
262,0.4215,Wed Mar 14 21:52:05 +0000 2018,0.0,0.872,@CNN,0.128,United Airlines has had the highest rate of pet deaths of any US airline for the past three years.… https://t.co/ehSrgsprPH,63
263,-0.2023,Wed Mar 14 21:48:26 +0000 2018,0.136,0.758,@CNN,0.106,Three times as many animals died on United Airlines flights last year than on all the other US carriers put togethe… https://t.co/3AbXHCciki,64
264,-0.5267,Wed Mar 14 21:26:08 +0000 2018,0.159,0.841,@CNN,0.0,YouTube says it will start displaying Wikipedia articles next to conspiracy theory videos as part of a broader effo… https://t.co/onyJfAaidK,65
265,-0.7184,Wed Mar 14 21:19:29 +0000 2018,0.319,0.58,@CNN,0.101,"Whether pushing for action on gun violence or sharing the names of the 17 Parkland victims, students' signs during… https://t.co/HWQqCy5m0e",66
266,0.0772,Wed Mar 14 21:09:34 +0000 2018,0.0,0.933,@CNN,0.067,".@jaketapper: ""What do you think the odds are"" that you will challenge President Trump?     
 
GOP Sen. Jeff Flake:… https://t.co/tYBnE2UM9O",67
267,0.0,Wed Mar 14 20:57:29 +0000 2018,0.0,1.0,@CNN,0.0,"White House trade adviser Peter Navarro told @jaketapper 10 days ago that Trump’s new economic adviser pick, Larry… https://t.co/p0vU4IkmLK",68
268,-0.4215,Wed Mar 14 20:54:45 +0000 2018,0.149,0.851,@CNN,0.0,The Dow slid 249 points as President Trump escalated threats to clamp down on China https://t.co/bfAXsz3dZW https://t.co/KQWvpFlRqg,69
269,0.0,Wed Mar 14 20:46:50 +0000 2018,0.0,1.0,@CNN,0.0,"""If we don't take immediate concrete measures to address this now, Salisbury will not be the last place we see chem… https://t.co/AxO8Qa3Qjs",70
270,0.743,Wed Mar 14 20:42:01 +0000 2018,0.0,0.73,@CNN,0.27,"US Ambassador to the UN Nikki Haley said the Trump administration ""stands in absolute solidarity with Great Britain… https://t.co/35TU9npMS7",71
271,0.0,Wed Mar 14 20:23:03 +0000 2018,0.0,1.0,@CNN,0.0,This 16-year-old was the only one -- out of about 700 students at his North Carolina school -- who walked out of cl… https://t.co/ILaMK5iQah,72
272,0.5719,Wed Mar 14 20:09:30 +0000 2018,0.0,0.837,@CNN,0.163,"President Trump's tapping of TV personality Larry Kudlow as his new economic adviser ""is a perfect kind of an appoi… https://t.co/KNADuLMgxv",73
273,0.0,Wed Mar 14 20:01:11 +0000 2018,0.0,1.0,@CNN,0.0,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/zlRKAVwiyV",74
274,0.3252,Wed Mar 14 19:51:01 +0000 2018,0.0,0.896,@CNN,0.104,A judge entered a plea of not guilty on the Parkland shooter's behalf as the teen was arraigned in last month's mas… https://t.co/ZF6hOUO6GK,75
275,0.4404,Wed Mar 14 19:44:00 +0000 2018,0.0,0.838,@CNN,0.162,Sen. Chuck Schumer wants Toys 'R' Us to cash out your unused gift cards https://t.co/4TqxlqNdW1 https://t.co/qPe4vnDaJ7,76
276,-0.6808,Wed Mar 14 19:29:05 +0000 2018,0.248,0.752,@CNN,0.0,Newly released 911 calls from the Parkland school shooting illustrate the uncertainty and fear in the first chaotic… https://t.co/ciOttvbmsm,77
277,-0.1779,Wed Mar 14 19:23:21 +0000 2018,0.162,0.747,@CNN,0.091,"In a show of unity and political solidarity, waves of students marched out of class to demand stricter gun laws and… https://t.co/ZoY3Zh16IW",78
278,0.7184,Wed Mar 14 19:16:05 +0000 2018,0.0,0.667,@CNN,0.333,"A strong handshake could be an indication of a healthy heart, a new study suggests https://t.co/70sHNk6ueB https://t.co/cC9tY0lHDB",79
279,-0.4019,Wed Mar 14 19:09:37 +0000 2018,0.137,0.863,@CNN,0.0,People riding in self-driving cars that crash could find themselves unable to hold the manufacturer accountable if… https://t.co/deLZWfvwlk,80
280,0.0,Wed Mar 14 19:05:06 +0000 2018,0.0,1.0,@CNN,0.0,"""Don't listen to people who tell you you're too young"": Portland Mayor Ted Wheeler wrote a letter expressing his so… https://t.co/VpYJZR39fk",81
281,0.0,Wed Mar 14 19:01:05 +0000 2018,0.0,1.0,@CNN,0.0,"Students spelled out ""#Enough"" on the football field after walking out of class at Granada Hills Charter High Schoo… https://t.co/KWSfuf39fe",82
282,0.5556,Wed Mar 14 18:58:45 +0000 2018,0.0,0.787,@CNN,0.213,"A Jamaican songwriter claims that Miley Cyrus' 2013 party anthem ""We Can't Stop"" features lyrics that infringe on h… https://t.co/CIZLkQLqjz",83
283,-0.2732,Wed Mar 14 18:55:22 +0000 2018,0.208,0.792,@CNN,0.0,How the Trump vote collapsed in Pennsylvania https://t.co/TSs0vImE0F https://t.co/BKHRewlK2i,84
284,-0.4767,Wed Mar 14 18:46:51 +0000 2018,0.232,0.664,@CNN,0.104,"""People seem to forget that we're kids who just went through a traumatic experience."" FL school shooting survivor L… https://t.co/LPJGIoUYq0",85
285,-0.802,Wed Mar 14 18:41:30 +0000 2018,0.325,0.675,@CNN,0.0,"While crowds of people participated in walkouts calling for some sort of action against gun violence, the NRA made… https://t.co/iUqHHzYx73",86
286,0.0,Wed Mar 14 18:30:03 +0000 2018,0.0,1.0,@CNN,0.0,Republicans may be in a 2018 nightmare they can't wake up from | Analysis by @CillizzaCNN https://t.co/dMHwX6VHbz https://t.co/nowcyYrEzD,87
287,-0.4019,Wed Mar 14 18:20:09 +0000 2018,0.273,0.621,@CNN,0.106,These students did not walk out to protest tougher gun laws https://t.co/IQi2WHdZhJ https://t.co/UraVh97v39,88
288,0.0,Wed Mar 14 18:09:00 +0000 2018,0.0,1.0,@CNN,0.0,"Students at a Los Angeles school held a die-in spelling #ENOUGH with their bodies as a gong sounded 17 times, one f… https://t.co/TkKSrs07tM",89
289,0.0,Wed Mar 14 18:08:00 +0000 2018,0.0,1.0,@CNN,0.0,Stephen Hawking became a pop culture icon by explaining the mysteries of the universe to a mass audience -- while r… https://t.co/uGY4iasCvn,90
290,-0.34,Wed Mar 14 17:57:40 +0000 2018,0.112,0.888,@CNN,0.0,JUST IN: Attorney General Jeff Sessions is considering firing former FBI Deputy Director Andrew McCabe. He is set t… https://t.co/SQCzdPxonz,91
291,-0.2732,Wed Mar 14 17:50:06 +0000 2018,0.084,0.916,@CNN,0.0,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/RMFefnbuG6,92
292,0.5318,Wed Mar 14 17:46:00 +0000 2018,0.0,0.826,@CNN,0.174,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/uut7kS4tmq",93
293,-0.4767,Wed Mar 14 17:39:05 +0000 2018,0.147,0.853,@CNN,0.0,The White House is trying to distance itself from a poor showing by the Republican candidate in the Pennsylvania's… https://t.co/jewBjWD74N,94
294,-0.5719,Wed Mar 14 17:29:30 +0000 2018,0.23,0.671,@CNN,0.099,"Across the United States, students are walking out of school to say enough is enough with regards to gun violence a… https://t.co/Bj3mMv1FLy",95
295,0.0,Wed Mar 14 17:16:15 +0000 2018,0.0,1.0,@CNN,0.0,BREAKING: President Trump names economist and conservative media analyst Larry Kudlow to head National Economic Cou… https://t.co/t9YrV95Z2Z,96
296,0.3612,Wed Mar 14 16:45:06 +0000 2018,0.0,0.894,@CNN,0.106,"""I'll control my own guns, thank you,"" the NRA tweeted as thousands of students walked out of schools across the na… https://t.co/XnSs9fin1o",97
297,-0.2732,Wed Mar 14 16:34:29 +0000 2018,0.104,0.896,@CNN,0.0,Former Trump campaign aide Sam Nunberg says he warned Roger Stone about associating with WikiLeaks founder Julian A… https://t.co/hFEXvQFVvd,98
298,0.0,Wed Mar 14 16:23:41 +0000 2018,0.0,1.0,@CNN,0.0,RT @CNNPhotos: Stephen Hawking’s life in pictures: https://t.co/xdfuPBDhZm https://t.co/Ri2WD2w7H1,99
299,0.0,Wed Mar 14 16:15:01 +0000 2018,0.0,1.0,@CNN,0.0,"Students in Littleton, Colorado — the site of the 1999 Columbine high school shooting — 
 are walking out of school… https://t.co/cBtYXrO0QK",100
300,-0.6808,Thu Mar 15 04:55:00 +0000 2018,0.295,0.705,@FoxNews,0.0,Alaska Airlines female co-pilot claims male pilot drugged and raped her https://t.co/tGdLMQQbAq,1
301,-0.34,Thu Mar 15 04:50:00 +0000 2018,0.124,0.876,@FoxNews,0.0,Sources: AG Sessions is considering firing former @FBI Deputy Director McCabe before his retirement; that would mea… https://t.co/78yZomz8EN,2
302,0.0,Thu Mar 15 04:45:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"McMaster, Shulkin and Kelly could be next to go in White House 'bloodbath,' sources say https://t.co/BkCkDhLefn",3
303,0.0,Thu Mar 15 04:40:00 +0000 2018,0.0,1.0,@FoxNews,0.0,".@kayleighmcenany: ""You look across the country - moderate Democrats are being run out by their voters."" https://t.co/eLNHUsdL93",4
304,-0.6705,Thu Mar 15 04:35:00 +0000 2018,0.257,0.743,@FoxNews,0.0,"Man who claimed he cremated Natalee Holloway killed while attempting kidnapping, police say https://t.co/liKxH8g9lJ",5
305,0.0,Thu Mar 15 04:30:00 +0000 2018,0.0,1.0,@FoxNews,0.0,.@marcorubio: “States need to follow federal law.” https://t.co/ryen76WyZV,6
306,-0.7964,Thu Mar 15 04:25:00 +0000 2018,0.503,0.497,@FoxNews,0.0,Kaya Jones goes off on gun control protesters in fiery Twitter rant https://t.co/oMZlHKhhi2,7
307,0.0,Thu Mar 15 04:20:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"Dennis Muilenburg, Chairman, President, &amp; CEO of the Boeing Company: “On day one of tax reform, we announced an inv… https://t.co/yMUrNGZmsU",8
308,0.0,Thu Mar 15 04:15:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"Gunman shoots 2 at Birmingham hospital before shooting self, police say https://t.co/zp2lq4qEvi",9
309,0.4404,Thu Mar 15 04:10:00 +0000 2018,0.0,0.805,@FoxNews,0.195,"Terence Shigg, border patrol agent: ""It’s easy to prove that walls work.” https://t.co/Ci60hLSape",10
310,-0.2263,Thu Mar 15 04:05:00 +0000 2018,0.16,0.84,@FoxNews,0.0,US federal judge dismisses lawsuit filed by 'clock boy's' father https://t.co/tMP7pTpLqW,11
311,0.1027,Thu Mar 15 04:01:00 +0000 2018,0.082,0.82,@FoxNews,0.098,".@POTUS: “6 months ago, I promised that we would cut taxes to bring Main Street roaring all the way back, and we di… https://t.co/wiyT7ibgwK",12
312,0.4019,Thu Mar 15 03:55:00 +0000 2018,0.0,0.847,@FoxNews,0.153,".@JesseBWatters: ""I found some interesting polling... 74% of Californians oppose sanctuary cities. 65% of Hispanics… https://t.co/opIcXUoVur",13
313,-0.7964,Thu Mar 15 03:52:16 +0000 2018,0.574,0.426,@FoxNews,0.0,"Dylann Roof's sister arrested on weapons, drug charges https://t.co/YQ3cjwFzqL",14
314,0.4215,Thu Mar 15 03:48:12 +0000 2018,0.0,0.797,@FoxNews,0.203,"Multimillionaire Robert De Niro slams 'rich,' 'spoiled' #Trump at charity event https://t.co/Dj6Ec7eISL",15
315,-0.5106,Thu Mar 15 03:35:45 +0000 2018,0.148,0.852,@FoxNews,0.0,.@KyleKashuv on Parkland school shooting: “The issue was the Broward Sheriff’s Office and the FBI failed on so many… https://t.co/CmWuq8vJoz,16
316,0.4404,Thu Mar 15 03:18:36 +0000 2018,0.0,0.868,@FoxNews,0.132,".@RepDeSantis on Gina Haspel nomination for CIA: “I think it was a good pick, and I think she should be confirmed.”… https://t.co/o9bpQ7iSxJ",17
317,0.0772,Thu Mar 15 03:13:43 +0000 2018,0.0,0.929,@FoxNews,0.071,".@POTUS: “I keep telling these countries ‘No, you have to buy American. I want you to buy American.’” https://t.co/I0ChgnunML",18
318,0.0,Thu Mar 15 02:54:35 +0000 2018,0.0,1.0,@FoxNews,0.0,.@marklevinshow: Adam Schiff Is 'A Shill for the Russian Government' https://t.co/Zu1MwxG1o5,19
319,0.5106,Thu Mar 15 02:50:47 +0000 2018,0.0,0.809,@FoxNews,0.191,.@pizzahut's new Pie Tops II shoes let you order pizza and pause live TV https://t.co/4ogcbl87pl,20
320,0.0,Thu Mar 15 02:47:28 +0000 2018,0.0,1.0,@FoxNews,0.0,".@TomiLahren on @foxandfriends: “Every time Hillary Clinton opens her mouth, we are reminded why we voted for Donal… https://t.co/lhddTZBcoJ",21
321,-0.1027,Thu Mar 15 02:38:40 +0000 2018,0.091,0.909,@FoxNews,0.0,"OPINION: Sens. Cruz, Lee, Reps. Meadows, Jordan: We must end the ObamaCare bailout now https://t.co/dyHgRqO7KM",22
322,-0.6705,Thu Mar 15 02:32:05 +0000 2018,0.257,0.743,@FoxNews,0.0,"Man who claimed he cremated Natalee Holloway killed while attempting kidnapping, police say https://t.co/6dLmVO2SqB",23
323,0.5719,Thu Mar 15 02:28:46 +0000 2018,0.0,0.734,@FoxNews,0.266,Man @katyperry surprise kissed on 'American Idol' reveals he wasn't into it at all https://t.co/EWeeJ53yAW,24
324,0.7506,Thu Mar 15 02:22:48 +0000 2018,0.0,0.61,@FoxNews,0.39,Teary School Cafeteria Employee Thanks @realDonaldTrump For Bonus from Tax Plan https://t.co/kWUgXSbPpT,25
325,-0.5106,Thu Mar 15 02:17:56 +0000 2018,0.193,0.807,@FoxNews,0.0,"Jitu Brown on Chicago student walkouts: ""This was not about young people being parroted or manipulated by adults. I… https://t.co/boTOBcR6Jg",26
326,-0.743,Thu Mar 15 02:10:07 +0000 2018,0.344,0.656,@FoxNews,0.0,UPDATE: Navy says both aviators in jet crash off Key West have died https://t.co/h93Pwu4XJf,27
327,-0.1027,Thu Mar 15 02:03:50 +0000 2018,0.076,0.924,@FoxNews,0.0,Daily Wire editor @benshapiro sat down with @marthamaccallum on #TheStory on Wednesday and questioned calls to rais… https://t.co/7cLTnFFSDR,28
328,0.0,Thu Mar 15 01:58:38 +0000 2018,0.0,1.0,@FoxNews,0.0,.@TuckerCarlson: @SenWarren Claiming Cherokee Heritage Is 'Identity Theft' #Tucker https://t.co/LP6ZA3sPsq,29
329,-0.34,Thu Mar 15 01:52:53 +0000 2018,0.146,0.854,@FoxNews,0.0,Attorney General Jeff Sessions mulling firing FBI Deputy Director Andrew McCabe before he retires https://t.co/D1xTqMrI30,30
330,-0.3612,Thu Mar 15 01:45:14 +0000 2018,0.172,0.828,@FoxNews,0.0,'That's Not Helpful': Ohio Democrat Takes on Hillary for Criticizing #Trump Voters https://t.co/sipTo8zLfF,31
331,0.0,Thu Mar 15 01:37:20 +0000 2018,0.0,1.0,@FoxNews,0.0,Native American overdose deaths surge since opioid epidemic https://t.co/PTThbs17Gu,32
332,-0.4588,Thu Mar 15 01:24:55 +0000 2018,0.276,0.641,@FoxNews,0.083,'Angel families' want to see Oakland mayor prosecuted for thwarting ICE raids https://t.co/kUoBdShTZI,33
333,0.0,Thu Mar 15 01:11:30 +0000 2018,0.152,0.696,@FoxNews,0.152,Singer @KayaJones shared her thoughts regarding gun control on Twitter Wednesday. https://t.co/kO4dugXkJ8 https://t.co/KKnlxQIFkz,34
334,0.0,Thu Mar 15 01:02:20 +0000 2018,0.0,1.0,@FoxNews,0.0,.@USNavy @BlueAngels performed a fly-by over @USMC Air Station Yuma on Wednesday. The Blue Angels are unable to att… https://t.co/tLkna23b03,35
335,-0.4404,Thu Mar 15 00:54:35 +0000 2018,0.218,0.782,@FoxNews,0.0,"Austin police reveal timeline of package explosions, warn residents to be 'aware' of suspicious boxes https://t.co/RFq43zKXTy",36
336,-0.2023,Thu Mar 15 00:47:44 +0000 2018,0.159,0.721,@FoxNews,0.12,"Twila Barnes on @SenWarren's heritage: ""Many [Native Americans] are angry because they feel like she's appropriatin… https://t.co/e7gKLHm5cS",37
337,0.0,Thu Mar 15 00:40:03 +0000 2018,0.0,1.0,@FoxNews,0.0,.@POTUS arrives at Joint Base Andrews after a trip to The @Boeing Company in Missouri. #Tucker… https://t.co/Gm5JWm30xT,38
338,0.6369,Thu Mar 15 00:33:14 +0000 2018,0.0,0.543,@FoxNews,0.457,Pi(e) Day's best deals #PiDay https://t.co/7cDWzo8zXI,39
339,-0.6486,Thu Mar 15 00:25:58 +0000 2018,0.223,0.777,@FoxNews,0.0,Donna Butterworth dead; former child star who worked with Elvis and Jerry Lewis was 62 https://t.co/Z0CQtpcYKP,40
340,0.0,Thu Mar 15 00:20:03 +0000 2018,0.0,1.0,@FoxNews,0.0,OPINION: America shouldn't send endangered religious minority refugees back to Iran https://t.co/IzUAxADJkC,41
341,0.0,Thu Mar 15 00:12:27 +0000 2018,0.0,1.0,@FoxNews,0.0,"On ""@foxandfriends ,"" @TomiLahren did not mince words when talking about @HillaryClinton.  https://t.co/bdSptnwSy1 https://t.co/3byIM1CK0w",42
342,0.3182,Thu Mar 15 00:07:29 +0000 2018,0.0,0.753,@FoxNews,0.247,Study finds pizza can increase work productivity https://t.co/Qtw7FdGpFL,43
343,0.0,Thu Mar 15 00:01:15 +0000 2018,0.0,1.0,@FoxNews,0.0,Conservative McDaniel switches races in Mississippi’s double-barreled Senate contest https://t.co/bDpKrNzFDd,44
344,-0.1027,Wed Mar 14 23:56:07 +0000 2018,0.165,0.685,@FoxNews,0.149,".@benshapiro: “The wonderful thing about Hillary Clinton is she is #1, the worst candidate in American history, bar… https://t.co/Y38VXqCMFX",45
345,-0.4019,Wed Mar 14 23:51:58 +0000 2018,0.105,0.895,@FoxNews,0.0,".@benshapiro: “If you can serve in the military at 18, and you can vote at 18, then what is the problem, exactly, w… https://t.co/764aPgkYUp",46
346,-0.6124,Wed Mar 14 23:48:29 +0000 2018,0.217,0.783,@FoxNews,0.0,".@benshapiro: “[The media have] been putting forward this message that if you disagree with them on gun control, th… https://t.co/8ff0kVMc9n",47
347,0.1027,Wed Mar 14 23:46:34 +0000 2018,0.158,0.658,@FoxNews,0.184,United sends family's dog to Japan instead of Kansas by mistake https://t.co/hTAHEUQz9z,48
348,0.0,Wed Mar 14 23:30:58 +0000 2018,0.0,1.0,@FoxNews,0.0,President #Trump could be making more changes to his Cabinet this week in the wake of Secretary of State Rex Tiller… https://t.co/YjWjUL0fRI,49
349,-0.5719,Wed Mar 14 23:22:09 +0000 2018,0.222,0.778,@FoxNews,0.0,.@facebook bans far-right group Britain First and its leadership in hate speech clampdown https://t.co/mKYu1GeK1r,50
350,0.0,Wed Mar 14 23:19:30 +0000 2018,0.0,1.0,@FoxNews,0.0,.@Ford recalling 1.4 million cars because the steering wheels can fall off https://t.co/40R5olRGhw,51
351,-0.5719,Wed Mar 14 23:15:28 +0000 2018,0.188,0.812,@FoxNews,0.0,CLOSE CALL: Surveillance video captured the terrifying moment a speeding car nearly hit a police officer and a gas… https://t.co/3Xhcoesohy,52
352,-0.0516,Wed Mar 14 23:06:57 +0000 2018,0.169,0.674,@FoxNews,0.157,"United flight attendant who forced dog into overhead bin 'lying,' owner's daughter says https://t.co/dkjnURi4CS",53
353,0.2716,Wed Mar 14 23:05:05 +0000 2018,0.0,0.905,@FoxNews,0.095,".@SteveHiltonx on Russia relations: ""The most important thing that can be done is to hit Putin and Russia where it… https://t.co/Ei6mpSFLMr",54
354,0.3818,Wed Mar 14 23:01:26 +0000 2018,0.0,0.88,@FoxNews,0.12,"Steve Hayes on Russia relations: ""There are many ways in which @POTUS can send a clear and unambiguous message that… https://t.co/JU6g8Q7jDE",55
355,0.0,Wed Mar 14 22:57:05 +0000 2018,0.101,0.756,@FoxNews,0.143,".@MoElleithee on Russian spy poisoning: ""We need to engage the @UN and the security council, but it all rings hollo… https://t.co/HQVz1aetft",56
356,0.3818,Wed Mar 14 22:49:03 +0000 2018,0.0,0.867,@FoxNews,0.133,"'This Race Is Over': DNC Chair Says PA Election Outcome Clear, Moves On to Key Senate Race https://t.co/efXSAAeA2D",57
357,-0.7351,Wed Mar 14 22:45:41 +0000 2018,0.341,0.659,@FoxNews,0.0,"Andrew McCabe controversies, from the Trump text scandal to his wife's failed campaign https://t.co/nbchp1G1Pl",58
358,0.0516,Wed Mar 14 22:41:04 +0000 2018,0.219,0.547,@FoxNews,0.234,.@SecretaryPerry denies interest in replacing VA Secretary Shulkin https://t.co/lO4oBwtVbd,59
359,-0.2263,Wed Mar 14 22:34:16 +0000 2018,0.16,0.84,@FoxNews,0.0,US federal judge dismisses lawsuit filed by 'clock boy's' father https://t.co/7yj6SuzCS9,60
360,0.3182,Wed Mar 14 22:29:07 +0000 2018,0.0,0.897,@FoxNews,0.103,".@TomPerez on election 2016: ""What [Dems have] been doing is looking forward to make sure we learn from our mistake… https://t.co/r0yiRBu7tt",61
361,0.2023,Wed Mar 14 22:22:42 +0000 2018,0.0,0.816,@FoxNews,0.184,"Who is Larry Kudlow, Trump's top economic aide? https://t.co/nr5bQD8CFa",62
362,0.0,Wed Mar 14 22:19:40 +0000 2018,0.0,1.0,@FoxNews,0.0,January 2018 fundraising amounts by the @DNC and @GOP. #SpecialReport https://t.co/NZiSqJCNib,63
363,0.2144,Wed Mar 14 22:17:28 +0000 2018,0.0,0.911,@FoxNews,0.089,".@TomPerez on PA special election: ""I think this race is over. @Saccone4PA18 can contest it but I think it's gonna… https://t.co/ht81W3VTf6",64
364,0.0,Wed Mar 14 22:07:42 +0000 2018,0.0,1.0,@FoxNews,0.0,RT @FoxBusiness: Retail Apocalypse: 23 big retailers closing stores https://t.co/y7Y8hhdGPZ,65
365,0.0,Wed Mar 14 22:03:26 +0000 2018,0.0,1.0,@FoxNews,0.0,".@NorthwesternU experiences 'swatting incident' after false reports of gunman, police say https://t.co/WolLnMRnPw",66
366,0.0,Wed Mar 14 22:00:49 +0000 2018,0.0,1.0,@FoxNews,0.0,"BREAKING: Navy F/A-18 jet crashes off Key West, official tells Fox News https://t.co/gIp7pJxbGV",67
367,0.7506,Wed Mar 14 21:56:17 +0000 2018,0.0,0.61,@FoxNews,0.39,Teary School Cafeteria Employee Thanks @realDonaldTrump For Bonus from Tax Plan https://t.co/kWUgXSbPpT,68
368,0.4019,Wed Mar 14 21:48:33 +0000 2018,0.0,0.847,@FoxNews,0.153,".@JesseBWatters: ""I found some interesting polling... 74% of Californians oppose sanctuary cities. 65% of Hispanics… https://t.co/oxOsyJhI6N",69
369,0.6369,Wed Mar 14 21:47:23 +0000 2018,0.0,0.819,@FoxNews,0.181,".@kimguilfoyle: ""This is the best thing to happen to @TheDemocrats because they've been dying to get rid of [… https://t.co/htijwybjR9",70
370,0.0,Wed Mar 14 21:47:12 +0000 2018,0.0,1.0,@FoxNews,0.0,"St. Joseph Academy students, faculty and staff walked out of their classrooms Wednesday, the school saying on socia… https://t.co/ycmo6HgRRx",71
371,-0.2755,Wed Mar 14 21:46:04 +0000 2018,0.131,0.869,@FoxNews,0.0,".@JesseBWatters: ""[@HillaryClinton] doesn't like the American people. She thinks half of them are deplorable.""… https://t.co/mAyNHagrwU",72
372,0.2023,Wed Mar 14 21:43:19 +0000 2018,0.0,0.833,@FoxNews,0.167,"Top Dem: GOP Invoking Pelosi in Campaigns is 'Sexist'
https://t.co/RGkNIenewF",73
373,0.0,Wed Mar 14 21:39:35 +0000 2018,0.0,1.0,@FoxNews,0.0,RT @FoxBusiness: Toys ‘R’ Us to sell or close all U.S. stores: report https://t.co/TZrf1U3v3f,74
374,0.6114,Wed Mar 14 21:39:33 +0000 2018,0.0,0.6,@FoxNews,0.4,RT @FoxBusiness: Happy Pi Day! π #PiDay https://t.co/YToL0TtVXe,75
375,-0.4588,Wed Mar 14 21:38:50 +0000 2018,0.276,0.641,@FoxNews,0.083,'Angel families' want to see Oakland mayor prosecuted for thwarting ICE raids https://t.co/shy3LqhM9b,76
376,0.4019,Wed Mar 14 21:35:01 +0000 2018,0.0,0.847,@FoxNews,0.153,".@JesseBWatters: ""I found some interesting polling... 74% of Californians oppose sanctuary cities. 65% of Hispanics… https://t.co/YHte4mRw3M",77
377,0.1531,Wed Mar 14 21:28:15 +0000 2018,0.0,0.904,@FoxNews,0.096,"Earlier, President @realDonaldTrump took a tour of The @Boeing Company where he was shown a fighter aircraft. https://t.co/Fahjar9eRA",78
378,0.431,Wed Mar 14 21:21:27 +0000 2018,0.0,0.808,@FoxNews,0.192,".@JesseBWatters: ""Don't do the crime if you can't do the time."" #TheFive https://t.co/dNGKpezZB7",79
379,-0.6326,Wed Mar 14 21:15:36 +0000 2018,0.188,0.812,@FoxNews,0.0,".@TheJuanWilliams: ""I don't think it's very American to torture people and neither does John McCain who was torture… https://t.co/decOvA0YKt",80
380,0.3182,Wed Mar 14 21:15:07 +0000 2018,0.147,0.693,@FoxNews,0.16,.@POTUS touted the success of recent tax cuts and tax reform during a roundtable discussion at @Boeing on Wednesday… https://t.co/TbctQBEpTW,81
381,0.765,Wed Mar 14 21:14:08 +0000 2018,0.0,0.777,@FoxNews,0.223,"RT @FoxBusiness: Hawthorn Bank CEO David Turner: ""As a result of the tax relief, we were able to give $1,000 bonus to all of our emloyees.…",82
382,0.0,Wed Mar 14 21:14:01 +0000 2018,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: Jerry Davis, President of College of the Ozarks: ""As a result of the recent tax bill savings, our college, to our knowledg…",83
383,0.7778,Wed Mar 14 21:13:58 +0000 2018,0.0,0.764,@FoxNews,0.236,"RT @FoxBusiness: Bonnie Brazzeal, employee of College of the Ozarks: “I am very grateful for the [tax cut] bonus, when the College gave it…",84
384,0.5423,Wed Mar 14 21:13:55 +0000 2018,0.0,0.868,@FoxNews,0.132,"RT @FoxBusiness: Brian Cook, Central Bancompany CEO: ""Because of the tax reform, we were able to give $1,000 bonus to each full-time and a…",85
385,0.6249,Wed Mar 14 21:12:07 +0000 2018,0.0,0.83,@FoxNews,0.17,".@POTUS: “It’s very simple. Make America great again. That’s what we’re going to do, and that’s what we’re doing, a… https://t.co/kkItj2Q6Dt",86
386,0.4939,Wed Mar 14 21:11:22 +0000 2018,0.0,0.833,@FoxNews,0.167,".@JesseBWatters on Gina Haspel: ""This woman's a patriot. She was trying to save lives after 9/11."" #TheFive https://t.co/CPaZlhRZ8F",87
387,0.0,Wed Mar 14 21:07:21 +0000 2018,0.0,1.0,@FoxNews,0.0,".@kimguilfoyle on Gina Haspel: ""She's qualified. She deserves the job."" #TheFive https://t.co/IZpnBNOqgP",88
388,0.0,Wed Mar 14 21:02:24 +0000 2018,0.0,1.0,@FoxNews,0.0,"Dennis Muilenburg, Chairman, President, &amp; CEO of the Boeing Company: “On day one of tax reform, we announced an inv… https://t.co/E44hg0J8Rr",89
389,0.0,Wed Mar 14 21:01:16 +0000 2018,0.0,1.0,@FoxNews,0.0,".@stevenmnuchin1: “It’s incredible what you have here. It’s incredible, the amount of jobs you brought back to this… https://t.co/KFglocydnn",90
390,0.0,Wed Mar 14 21:00:38 +0000 2018,0.0,1.0,@FoxNews,0.0,It's time for #TheFive - Tune in to Fox News Channel now! https://t.co/sHvDfONksK,91
